incident_id,service_id,team_id,severity,status,opened_at,resolved_at,root_cause,customer_impact,description
I201,S2,T5,SEV3,resolved,2024-08-31,2024-08-31 00:50:00,configuration,False,Auto-generated incident
I202,S9,T7,SEV3,resolved,2024-10-13,2024-10-13 01:24:00,infrastructure,True,Auto-generated incident
I203,S2,T5,SEV1,resolved,2024-07-25,2024-07-25 01:46:00,dependency_failure,False,Auto-generated incident
I204,S9,T7,SEV4,resolved,2024-02-27,2024-02-27 03:48:00,dependency_failure,True,Auto-generated incident
I205,S7,T5,SEV3,resolved,2024-06-07,2024-06-07 03:59:00,dependency_failure,True,Auto-generated incident
I206,S12,T6,SEV3,resolved,2024-10-17,2024-10-17 01:15:00,dependency_failure,True,Auto-generated incident
I207,S7,T5,SEV4,resolved,2024-07-18,2024-07-18 01:02:00,deployment_bug,False,Auto-generated incident
I208,S6,T4,SEV3,resolved,2024-06-02,2024-06-02 03:58:00,dependency_failure,True,Auto-generated incident
I209,S1,T3,SEV1,resolved,2024-07-15,2024-07-15 01:13:00,infrastructure,False,Auto-generated incident
I210,S5,T6,SEV4,resolved,2024-03-02,2024-03-02 02:43:00,dependency_failure,False,Auto-generated incident
I211,S12,T6,SEV2,resolved,2024-06-15,2024-06-15 02:14:00,infrastructure,False,Auto-generated incident
I212,S8,T5,SEV4,resolved,2024-07-28,2024-07-28 00:24:00,deployment_bug,False,Auto-generated incident
I213,S9,T7,SEV2,resolved,2024-07-20,2024-07-20 00:53:00,configuration,True,Auto-generated incident
I214,S8,T5,SEV3,resolved,2024-07-12,2024-07-12 02:41:00,infrastructure,False,Auto-generated incident
I215,S5,T6,SEV4,resolved,2024-05-30,2024-05-30 01:41:00,deployment_bug,True,Auto-generated incident
I216,S1,T3,SEV3,resolved,2024-01-06,2024-01-06 03:45:00,deployment_bug,False,Auto-generated incident
I217,S6,T4,SEV2,resolved,2024-04-12,2024-04-12 02:24:00,configuration,True,Auto-generated incident
I218,S12,T6,SEV4,resolved,2024-03-04,2024-03-04 02:38:00,infrastructure,True,Auto-generated incident
I219,S8,T5,SEV4,resolved,2024-10-16,2024-10-16 00:21:00,infrastructure,True,Auto-generated incident
I220,S1,T3,SEV4,resolved,2024-09-10,2024-09-10 02:22:00,configuration,False,Auto-generated incident
I221,S4,T4,SEV4,resolved,2024-05-21,2024-05-21 01:26:00,dependency_failure,False,Auto-generated incident
I222,S8,T5,SEV3,resolved,2024-09-01,2024-09-01 00:50:00,infrastructure,False,Auto-generated incident
I223,S5,T6,SEV2,resolved,2024-07-15,2024-07-15 00:44:00,configuration,False,Auto-generated incident
I224,S9,T7,SEV4,resolved,2024-07-23,2024-07-23 03:14:00,configuration,False,Auto-generated incident
I225,S5,T6,SEV2,resolved,2024-04-09,2024-04-09 02:27:00,infrastructure,False,Auto-generated incident
I226,S4,T4,SEV4,resolved,2024-02-07,2024-02-07 00:29:00,configuration,True,Auto-generated incident
I227,S3,T6,SEV2,resolved,2024-08-19,2024-08-19 03:15:00,deployment_bug,False,Auto-generated incident
I228,S9,T7,SEV3,resolved,2024-06-03,2024-06-03 03:47:00,configuration,False,Auto-generated incident
I229,S9,T7,SEV2,resolved,2024-03-18,2024-03-18 02:50:00,configuration,True,Auto-generated incident
I230,S6,T4,SEV3,resolved,2024-07-25,2024-07-25 03:52:00,dependency_failure,True,Auto-generated incident
I231,S11,T6,SEV3,resolved,2024-05-02,2024-05-02 00:56:00,dependency_failure,False,Auto-generated incident
I232,S5,T6,SEV3,resolved,2024-10-14,2024-10-14 00:48:00,configuration,False,Auto-generated incident
I233,S12,T6,SEV3,resolved,2024-09-07,2024-09-07 03:30:00,dependency_failure,False,Auto-generated incident
I234,S12,T6,SEV2,resolved,2024-10-08,2024-10-08 00:28:00,infrastructure,True,Auto-generated incident
I235,S8,T5,SEV2,resolved,2024-04-20,2024-04-20 01:54:00,infrastructure,True,Auto-generated incident
I236,S1,T3,SEV4,resolved,2024-08-02,2024-08-02 01:08:00,dependency_failure,False,Auto-generated incident
I237,S12,T6,SEV4,resolved,2024-05-12,2024-05-12 03:16:00,deployment_bug,False,Auto-generated incident
I238,S4,T4,SEV4,resolved,2024-06-19,2024-06-19 01:31:00,configuration,False,Auto-generated incident
I239,S3,T6,SEV2,resolved,2024-05-24,2024-05-24 00:11:00,configuration,True,Auto-generated incident
I240,S9,T7,SEV3,resolved,2024-09-29,2024-09-29 00:35:00,infrastructure,True,Auto-generated incident
I241,S11,T6,SEV4,resolved,2024-04-30,2024-04-30 02:45:00,dependency_failure,True,Auto-generated incident
I242,S12,T6,SEV3,resolved,2024-01-10,2024-01-10 00:56:00,deployment_bug,True,Auto-generated incident
I243,S10,T2,SEV4,resolved,2024-04-18,2024-04-18 03:12:00,configuration,False,Auto-generated incident
I244,S7,T5,SEV3,resolved,2024-08-23,2024-08-23 02:51:00,deployment_bug,True,Auto-generated incident
I245,S2,T5,SEV4,resolved,2024-03-08,2024-03-08 03:02:00,dependency_failure,True,Auto-generated incident
I246,S7,T5,SEV1,resolved,2024-06-02,2024-06-02 02:30:00,configuration,False,Auto-generated incident
I247,S5,T6,SEV2,resolved,2024-01-27,2024-01-27 00:15:00,dependency_failure,False,Auto-generated incident
I248,S7,T5,SEV4,resolved,2024-03-03,2024-03-03 03:49:00,infrastructure,False,Auto-generated incident
I249,S6,T4,SEV2,resolved,2024-05-19,2024-05-19 02:22:00,infrastructure,False,Auto-generated incident
I250,S8,T5,SEV3,resolved,2024-07-18,2024-07-18 01:06:00,deployment_bug,False,Auto-generated incident
I251,S4,T4,SEV2,resolved,2024-03-30,2024-03-30 03:24:00,dependency_failure,False,Auto-generated incident
I252,S6,T4,SEV2,resolved,2024-05-18,2024-05-18 02:55:00,configuration,False,Auto-generated incident
I253,S7,T5,SEV4,resolved,2024-03-02,2024-03-02 02:08:00,configuration,True,Auto-generated incident
I254,S9,T7,SEV3,resolved,2024-10-04,2024-10-04 02:20:00,infrastructure,True,Auto-generated incident
I255,S7,T5,SEV4,resolved,2024-03-28,2024-03-28 03:21:00,dependency_failure,False,Auto-generated incident
I256,S10,T2,SEV4,resolved,2024-03-17,2024-03-17 03:49:00,dependency_failure,True,Auto-generated incident
I257,S3,T6,SEV4,resolved,2024-09-19,2024-09-19 03:27:00,deployment_bug,False,Auto-generated incident
I258,S6,T4,SEV3,resolved,2024-07-06,2024-07-06 00:56:00,infrastructure,True,Auto-generated incident
I259,S10,T2,SEV3,resolved,2024-06-22,2024-06-22 03:46:00,configuration,True,Auto-generated incident
I260,S6,T4,SEV3,resolved,2024-09-09,2024-09-09 00:51:00,dependency_failure,True,Auto-generated incident
I261,S11,T6,SEV1,resolved,2024-02-07,2024-02-07 02:50:00,dependency_failure,True,Auto-generated incident
I262,S9,T7,SEV4,resolved,2024-05-22,2024-05-22 00:37:00,deployment_bug,False,Auto-generated incident
I263,S10,T2,SEV3,resolved,2024-08-22,2024-08-22 00:53:00,infrastructure,False,Auto-generated incident
I264,S10,T2,SEV4,resolved,2024-01-31,2024-01-31 03:02:00,infrastructure,True,Auto-generated incident
I265,S3,T6,SEV4,resolved,2024-05-01,2024-05-01 01:23:00,infrastructure,True,Auto-generated incident
I266,S6,T4,SEV2,resolved,2024-03-15,2024-03-15 02:14:00,deployment_bug,True,Auto-generated incident
I267,S12,T6,SEV3,resolved,2024-07-01,2024-07-01 00:21:00,dependency_failure,False,Auto-generated incident
I268,S1,T3,SEV3,resolved,2024-03-04,2024-03-04 02:31:00,infrastructure,False,Auto-generated incident
I269,S6,T4,SEV3,resolved,2024-05-08,2024-05-08 01:42:00,configuration,False,Auto-generated incident
I270,S6,T4,SEV1,resolved,2024-07-29,2024-07-29 02:16:00,configuration,True,Auto-generated incident
I271,S8,T5,SEV3,resolved,2024-04-13,2024-04-13 00:16:00,infrastructure,True,Auto-generated incident
I272,S8,T5,SEV4,resolved,2024-09-01,2024-09-01 02:23:00,configuration,True,Auto-generated incident
I273,S5,T6,SEV2,resolved,2024-05-12,2024-05-12 00:19:00,infrastructure,True,Auto-generated incident
I274,S8,T5,SEV3,resolved,2024-04-15,2024-04-15 00:10:00,dependency_failure,True,Auto-generated incident
I275,S9,T7,SEV4,resolved,2024-07-07,2024-07-07 02:51:00,configuration,False,Auto-generated incident
I276,S8,T5,SEV3,resolved,2024-03-21,2024-03-21 02:22:00,infrastructure,False,Auto-generated incident
I277,S1,T3,SEV3,resolved,2024-04-15,2024-04-15 00:15:00,deployment_bug,False,Auto-generated incident
I278,S6,T4,SEV3,resolved,2024-07-12,2024-07-12 02:23:00,configuration,False,Auto-generated incident
I279,S4,T4,SEV4,resolved,2024-05-15,2024-05-15 02:54:00,dependency_failure,False,Auto-generated incident
I280,S11,T6,SEV4,resolved,2024-01-03,2024-01-03 02:12:00,configuration,False,Auto-generated incident
I281,S4,T4,SEV4,resolved,2024-03-17,2024-03-17 03:10:00,dependency_failure,True,Auto-generated incident
I282,S6,T4,SEV4,resolved,2024-01-18,2024-01-18 00:57:00,dependency_failure,False,Auto-generated incident
I283,S3,T6,SEV3,resolved,2024-01-15,2024-01-15 00:44:00,configuration,True,Auto-generated incident
I284,S5,T6,SEV4,resolved,2024-04-16,2024-04-16 00:58:00,deployment_bug,True,Auto-generated incident
I285,S6,T4,SEV2,resolved,2024-03-18,2024-03-18 01:45:00,deployment_bug,False,Auto-generated incident
I286,S11,T6,SEV4,resolved,2024-04-04,2024-04-04 02:01:00,deployment_bug,True,Auto-generated incident
I287,S2,T5,SEV3,resolved,2024-08-22,2024-08-22 03:18:00,dependency_failure,False,Auto-generated incident
I288,S1,T3,SEV4,resolved,2024-09-10,2024-09-10 00:39:00,dependency_failure,True,Auto-generated incident
I289,S9,T7,SEV3,resolved,2024-01-23,2024-01-23 01:33:00,deployment_bug,False,Auto-generated incident
I290,S9,T7,SEV3,resolved,2024-07-27,2024-07-27 01:57:00,infrastructure,True,Auto-generated incident
I291,S1,T3,SEV2,resolved,2024-03-02,2024-03-02 03:49:00,configuration,False,Auto-generated incident
I292,S5,T6,SEV4,resolved,2024-10-24,2024-10-24 03:25:00,dependency_failure,True,Auto-generated incident
I293,S4,T4,SEV4,resolved,2024-10-08,2024-10-08 00:56:00,infrastructure,True,Auto-generated incident
I294,S11,T6,SEV3,resolved,2024-03-06,2024-03-06 00:51:00,infrastructure,True,Auto-generated incident
I295,S9,T7,SEV4,resolved,2024-06-09,2024-06-09 02:25:00,deployment_bug,False,Auto-generated incident
I296,S5,T6,SEV2,resolved,2024-09-10,2024-09-10 01:54:00,deployment_bug,True,Auto-generated incident
I297,S10,T2,SEV3,resolved,2024-09-01,2024-09-01 03:21:00,infrastructure,False,Auto-generated incident
I298,S11,T6,SEV2,resolved,2024-08-13,2024-08-13 01:00:00,deployment_bug,True,Auto-generated incident
I299,S10,T2,SEV4,resolved,2024-01-10,2024-01-10 02:26:00,deployment_bug,True,Auto-generated incident
I300,S9,T7,SEV4,resolved,2024-04-23,2024-04-23 03:45:00,configuration,False,Auto-generated incident
I301,S7,T5,SEV3,resolved,2024-07-18,2024-07-18 02:23:00,deployment_bug,True,Auto-generated incident
I302,S9,T7,SEV4,resolved,2024-08-29,2024-08-29 03:18:00,deployment_bug,True,Auto-generated incident
I303,S5,T6,SEV4,resolved,2024-02-25,2024-02-25 03:52:00,dependency_failure,False,Auto-generated incident
I304,S10,T2,SEV4,resolved,2024-07-18,2024-07-18 02:36:00,configuration,False,Auto-generated incident
I305,S9,T7,SEV3,resolved,2024-04-20,2024-04-20 00:44:00,deployment_bug,False,Auto-generated incident
I306,S12,T6,SEV3,resolved,2024-08-12,2024-08-12 00:34:00,infrastructure,False,Auto-generated incident
I307,S4,T4,SEV4,resolved,2024-10-27,2024-10-27 00:58:00,deployment_bug,False,Auto-generated incident
I308,S11,T6,SEV3,resolved,2024-04-16,2024-04-16 03:30:00,dependency_failure,False,Auto-generated incident
I309,S4,T4,SEV3,resolved,2024-09-05,2024-09-05 00:53:00,infrastructure,False,Auto-generated incident
I310,S11,T6,SEV3,resolved,2024-03-24,2024-03-24 00:34:00,deployment_bug,True,Auto-generated incident
I311,S12,T6,SEV3,resolved,2024-09-25,2024-09-25 01:03:00,deployment_bug,True,Auto-generated incident
I312,S12,T6,SEV2,resolved,2024-03-18,2024-03-18 01:30:00,infrastructure,True,Auto-generated incident
I313,S10,T2,SEV2,resolved,2024-04-02,2024-04-02 00:40:00,infrastructure,True,Auto-generated incident
I314,S7,T5,SEV4,resolved,2024-06-13,2024-06-13 01:22:00,dependency_failure,False,Auto-generated incident
I315,S8,T5,SEV3,resolved,2024-08-10,2024-08-10 02:12:00,dependency_failure,True,Auto-generated incident
I316,S6,T4,SEV4,resolved,2024-01-08,2024-01-08 02:16:00,dependency_failure,False,Auto-generated incident
I317,S6,T4,SEV4,resolved,2024-01-13,2024-01-13 01:31:00,deployment_bug,False,Auto-generated incident
I318,S2,T5,SEV4,resolved,2024-01-18,2024-01-18 02:44:00,infrastructure,False,Auto-generated incident
I319,S9,T7,SEV3,resolved,2024-01-05,2024-01-05 02:02:00,deployment_bug,False,Auto-generated incident
I320,S5,T6,SEV2,resolved,2024-09-16,2024-09-16 02:05:00,configuration,False,Auto-generated incident
I321,S12,T6,SEV3,resolved,2024-08-18,2024-08-18 01:56:00,configuration,False,Auto-generated incident
I322,S9,T7,SEV2,resolved,2024-01-23,2024-01-23 03:37:00,dependency_failure,True,Auto-generated incident
I323,S12,T6,SEV4,resolved,2024-03-03,2024-03-03 03:12:00,infrastructure,True,Auto-generated incident
I324,S6,T4,SEV4,resolved,2024-08-31,2024-08-31 03:38:00,infrastructure,False,Auto-generated incident
I325,S10,T2,SEV4,resolved,2024-09-22,2024-09-22 01:46:00,configuration,True,Auto-generated incident
I326,S8,T5,SEV3,resolved,2024-09-18,2024-09-18 01:58:00,dependency_failure,False,Auto-generated incident
I327,S9,T7,SEV3,resolved,2024-03-24,2024-03-24 02:04:00,deployment_bug,False,Auto-generated incident
I328,S7,T5,SEV3,resolved,2024-02-20,2024-02-20 02:42:00,configuration,True,Auto-generated incident
I329,S1,T3,SEV4,resolved,2024-08-21,2024-08-21 03:37:00,dependency_failure,False,Auto-generated incident
I330,S5,T6,SEV4,resolved,2024-08-29,2024-08-29 01:29:00,deployment_bug,True,Auto-generated incident
I331,S11,T6,SEV3,resolved,2024-04-05,2024-04-05 02:46:00,infrastructure,True,Auto-generated incident
I332,S6,T4,SEV4,resolved,2024-04-21,2024-04-21 02:24:00,deployment_bug,False,Auto-generated incident
I333,S11,T6,SEV3,resolved,2024-04-19,2024-04-19 03:29:00,deployment_bug,True,Auto-generated incident
I334,S1,T3,SEV2,resolved,2024-10-14,2024-10-14 01:07:00,deployment_bug,False,Auto-generated incident
I335,S12,T6,SEV3,resolved,2024-05-13,2024-05-13 02:50:00,dependency_failure,True,Auto-generated incident
I336,S3,T6,SEV3,resolved,2024-10-01,2024-10-01 00:22:00,dependency_failure,False,Auto-generated incident
I337,S9,T7,SEV2,resolved,2024-07-16,2024-07-16 00:25:00,deployment_bug,False,Auto-generated incident
I338,S6,T4,SEV3,resolved,2024-05-09,2024-05-09 00:55:00,configuration,False,Auto-generated incident
I339,S8,T5,SEV1,resolved,2024-08-06,2024-08-06 00:53:00,dependency_failure,False,Auto-generated incident
I340,S2,T5,SEV4,resolved,2024-08-23,2024-08-23 02:42:00,configuration,True,Auto-generated incident
I341,S10,T2,SEV3,resolved,2024-03-11,2024-03-11 02:40:00,configuration,False,Auto-generated incident
I342,S1,T3,SEV3,resolved,2024-04-05,2024-04-05 01:21:00,deployment_bug,False,Auto-generated incident
I343,S8,T5,SEV4,resolved,2024-03-27,2024-03-27 01:37:00,deployment_bug,True,Auto-generated incident
I344,S7,T5,SEV4,resolved,2024-05-11,2024-05-11 02:41:00,deployment_bug,True,Auto-generated incident
I345,S1,T3,SEV4,resolved,2024-10-24,2024-10-24 01:57:00,deployment_bug,True,Auto-generated incident
I346,S12,T6,SEV3,resolved,2024-02-22,2024-02-22 01:29:00,infrastructure,True,Auto-generated incident
I347,S12,T6,SEV3,resolved,2024-07-13,2024-07-13 02:04:00,deployment_bug,False,Auto-generated incident
I348,S11,T6,SEV3,resolved,2024-09-19,2024-09-19 00:33:00,infrastructure,True,Auto-generated incident
I349,S9,T7,SEV3,resolved,2024-07-25,2024-07-25 03:47:00,deployment_bug,False,Auto-generated incident
I350,S1,T3,SEV4,resolved,2024-02-28,2024-02-28 03:32:00,deployment_bug,False,Auto-generated incident
I351,S1,T3,SEV3,resolved,2024-05-29,2024-05-29 03:49:00,dependency_failure,True,Auto-generated incident
I352,S8,T5,SEV4,resolved,2024-06-11,2024-06-11 02:22:00,infrastructure,True,Auto-generated incident
I353,S6,T4,SEV3,resolved,2024-09-14,2024-09-14 02:38:00,deployment_bug,True,Auto-generated incident
I354,S9,T7,SEV2,resolved,2024-08-06,2024-08-06 02:53:00,configuration,True,Auto-generated incident
I355,S7,T5,SEV4,resolved,2024-10-20,2024-10-20 02:51:00,infrastructure,False,Auto-generated incident
I356,S9,T7,SEV3,resolved,2024-04-12,2024-04-12 01:06:00,dependency_failure,False,Auto-generated incident
I357,S7,T5,SEV3,resolved,2024-03-05,2024-03-05 01:09:00,dependency_failure,False,Auto-generated incident
I358,S10,T2,SEV4,resolved,2024-08-04,2024-08-04 00:22:00,dependency_failure,False,Auto-generated incident
I359,S3,T6,SEV2,resolved,2024-03-14,2024-03-14 03:33:00,dependency_failure,True,Auto-generated incident
I360,S7,T5,SEV3,resolved,2024-01-07,2024-01-07 03:22:00,dependency_failure,True,Auto-generated incident
I361,S2,T5,SEV4,resolved,2024-08-14,2024-08-14 03:21:00,configuration,False,Auto-generated incident
I362,S8,T5,SEV3,resolved,2024-03-23,2024-03-23 02:59:00,infrastructure,True,Auto-generated incident
I363,S10,T2,SEV2,resolved,2024-07-21,2024-07-21 01:42:00,configuration,True,Auto-generated incident
I364,S6,T4,SEV4,resolved,2024-09-02,2024-09-02 02:17:00,configuration,False,Auto-generated incident
I365,S6,T4,SEV2,resolved,2024-02-04,2024-02-04 02:33:00,configuration,False,Auto-generated incident
I366,S10,T2,SEV2,resolved,2024-07-31,2024-07-31 03:07:00,dependency_failure,False,Auto-generated incident
I367,S5,T6,SEV3,resolved,2024-03-31,2024-03-31 00:58:00,configuration,False,Auto-generated incident
I368,S10,T2,SEV4,resolved,2024-09-27,2024-09-27 03:33:00,deployment_bug,False,Auto-generated incident
I369,S7,T5,SEV4,resolved,2024-09-23,2024-09-23 03:30:00,dependency_failure,False,Auto-generated incident
I370,S8,T5,SEV2,resolved,2024-05-15,2024-05-15 01:14:00,deployment_bug,False,Auto-generated incident
I371,S7,T5,SEV2,resolved,2024-01-22,2024-01-22 00:33:00,dependency_failure,False,Auto-generated incident
I372,S11,T6,SEV2,resolved,2024-09-20,2024-09-20 01:55:00,dependency_failure,True,Auto-generated incident
I373,S5,T6,SEV3,resolved,2024-05-26,2024-05-26 03:44:00,dependency_failure,False,Auto-generated incident
I374,S11,T6,SEV1,resolved,2024-10-21,2024-10-21 00:30:00,infrastructure,False,Auto-generated incident
I375,S6,T4,SEV4,resolved,2024-06-15,2024-06-15 02:50:00,configuration,True,Auto-generated incident
I376,S3,T6,SEV1,resolved,2024-03-07,2024-03-07 03:40:00,infrastructure,False,Auto-generated incident
I377,S3,T6,SEV4,resolved,2024-08-27,2024-08-27 03:05:00,deployment_bug,True,Auto-generated incident
I378,S6,T4,SEV4,resolved,2024-04-25,2024-04-25 00:53:00,infrastructure,False,Auto-generated incident
I379,S10,T2,SEV3,resolved,2024-10-08,2024-10-08 01:20:00,infrastructure,True,Auto-generated incident
I380,S11,T6,SEV3,resolved,2024-03-27,2024-03-27 01:06:00,dependency_failure,False,Auto-generated incident
I381,S4,T4,SEV2,resolved,2024-06-30,2024-06-30 02:05:00,infrastructure,True,Auto-generated incident
I382,S1,T3,SEV3,resolved,2024-04-27,2024-04-27 02:51:00,configuration,False,Auto-generated incident
I383,S4,T4,SEV3,resolved,2024-01-11,2024-01-11 00:16:00,infrastructure,True,Auto-generated incident
I384,S8,T5,SEV4,resolved,2024-10-02,2024-10-02 03:14:00,deployment_bug,False,Auto-generated incident
I385,S4,T4,SEV3,resolved,2024-01-05,2024-01-05 01:02:00,configuration,False,Auto-generated incident
I386,S1,T3,SEV3,resolved,2024-07-02,2024-07-02 00:21:00,infrastructure,False,Auto-generated incident
I387,S7,T5,SEV4,resolved,2024-01-26,2024-01-26 03:45:00,configuration,False,Auto-generated incident
I388,S6,T4,SEV4,resolved,2024-09-08,2024-09-08 02:57:00,deployment_bug,True,Auto-generated incident
I389,S8,T5,SEV4,resolved,2024-01-16,2024-01-16 02:29:00,deployment_bug,False,Auto-generated incident
I390,S3,T6,SEV3,resolved,2024-09-20,2024-09-20 01:10:00,configuration,True,Auto-generated incident
I391,S3,T6,SEV3,resolved,2024-08-28,2024-08-28 01:14:00,configuration,True,Auto-generated incident
I392,S12,T6,SEV4,resolved,2024-02-20,2024-02-20 01:26:00,dependency_failure,False,Auto-generated incident
I393,S8,T5,SEV4,resolved,2024-07-09,2024-07-09 02:22:00,configuration,True,Auto-generated incident
I394,S6,T4,SEV1,resolved,2024-10-25,2024-10-25 00:46:00,deployment_bug,False,Auto-generated incident
I395,S2,T5,SEV4,resolved,2024-07-11,2024-07-11 01:15:00,deployment_bug,False,Auto-generated incident
I396,S2,T5,SEV1,resolved,2024-01-06,2024-01-06 00:57:00,configuration,False,Auto-generated incident
I397,S3,T6,SEV3,resolved,2024-10-14,2024-10-14 04:00:00,infrastructure,False,Auto-generated incident
I398,S6,T4,SEV4,resolved,2024-05-20,2024-05-20 00:51:00,dependency_failure,False,Auto-generated incident
I399,S10,T2,SEV4,resolved,2024-03-10,2024-03-10 02:43:00,infrastructure,True,Auto-generated incident
I400,S3,T6,SEV3,resolved,2024-06-04,2024-06-04 02:54:00,infrastructure,True,Auto-generated incident
